fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,log_residual_sugar,log_chlorides,log_total_sulfur_dioxide,log_sulphates
9.1,0.4,0.5,1.8,0.071,16.0,0.99462,3.21,0.69,12.5,8,1.0296194171811583,0.06859279146561172,2.833213344056216,0.5247285289349821
10.0,0.59,0.31,2.2,0.09,62.0,0.9994,3.18,0.63,10.2,6,1.1631508098056809,0.08617769624105233,4.143134726391533,0.48858001481867097
8.6,0.8,0.11,2.3,0.084,31.0,0.9979,3.4,0.48,9.9,5,1.1939224684724346,0.08065790301745447,3.4657359027997265,0.3920420877760237
7.1,0.53,0.07,1.7,0.071,24.0,0.9951,3.29,0.66,10.8,6,0.9932517730102833,0.06859279146561172,3.2188758248682006,0.5068176023684519
13.3,0.29,0.75,2.8,0.084,43.0,0.9986,3.04,0.68,11.4,7,1.33500106673234,0.08065790301745447,3.784189633918261,0.5187937934151676
10.7,0.43,0.39,2.2,0.106,32.0,0.9986,2.89,0.5,9.6,5,1.1631508098056809,0.10074990310014305,3.4965075614664802,0.4054651081081644
11.9,0.57,0.5,2.6,0.0819999999999999,32.0,1.0006,3.12,0.78,10.7,6,1.2809338454620642,0.0788111804242897,3.4965075614664802,0.5766133643039938
8.3,0.66,0.15,1.9,0.079,42.0,0.9972,3.31,0.54,9.6,6,1.0647107369924282,0.0760346862759976,3.7612001156935624,0.43178241642553783
8.6,0.49,0.29,2.0,0.11,133.0,0.9972,2.93,1.98,9.8,5,1.0986122886681098,0.10436001532424277,4.897839799950911,1.091923300517313
7.3,0.33,0.47,2.1,0.077,11.0,0.9958,3.33,0.53,10.3,6,1.1314021114911006,0.07417939817425151,2.4849066497880004,0.4252677354043441
7.9,0.69,0.21,2.1,0.08,141.0,0.9962,3.25,0.51,9.9,5,1.1314021114911006,0.07696104113612832,4.955827057601261,0.412109650826833
10.9,0.32,0.52,1.8,0.132,44.0,0.99734,3.28,0.77,11.5,6,1.0296194171811583,0.1239859797809912,3.8066624897703196,0.5709795465857378
6.8,0.61,0.04,1.5,0.057,10.0,0.99525,3.42,0.6,9.5,5,0.9162907318741551,0.055434706888100586,2.3978952727983707,0.4700036292457355
7.7,0.915,0.12,2.2,0.143,23.0,0.9964,3.35,0.65,10.2,7,1.1631508098056809,0.13365638481267358,3.1780538303479458,0.5007752879124893
7.4,0.53,0.26,2.0,0.1009999999999999,72.0,0.9957,3.15,0.57,9.4,5,1.0986122886681098,0.09621885774054281,4.290459441148391,0.4510756193602167
7.4,0.47,0.46,2.2,0.114,20.0,0.99647,3.32,0.63,10.5,5,1.1631508098056809,0.10795714150509228,3.044522437723423,0.48858001481867097
10.4,0.55,0.23,2.7,0.091,48.0,0.9994,3.22,0.64,10.3,6,1.308332819650179,0.08709470685093376,3.8918202981106265,0.49469624183610705
11.9,0.37,0.69,2.3,0.078,24.0,0.9958,3.0,0.65,12.8,6,1.1939224684724346,0.07510747248680541,3.2188758248682006,0.5007752879124893
11.5,0.45,0.5,3.0,0.078,47.0,1.0003,3.26,1.11,11.0,6,1.3862943611198906,0.07510747248680541,3.871201010907891,0.7466879474879752
8.9,0.59,0.39,2.3,0.095,22.0,0.9986,3.37,0.58,10.3,5,1.1939224684724346,0.09075436326846414,3.1354942159291497,0.4574248470388754
10.6,0.34,0.49,3.2,0.078,78.0,0.9992,3.19,0.7,10.0,6,1.4350845252893227,0.07510747248680541,4.3694478524670215,0.5306282510621704
7.5,0.53,0.06,2.6,0.086,44.0,0.9965,3.38,0.59,10.7,6,1.2809338454620642,0.08250122151174369,3.8066624897703196,0.4637340162321401
9.9,0.35,0.38,1.5,0.0579999999999999,47.0,0.99676,3.26,0.82,10.6,7,0.9162907318741551,0.056380333436107544,3.871201010907891,0.598836501088704
8.3,0.49,0.36,1.8,0.222,16.0,0.998,3.18,0.6,9.5,6,1.0296194171811583,0.20048886074940359,2.833213344056216,0.4700036292457355
7.6,0.55,0.21,2.2,0.071,28.0,0.9964,3.28,0.55,9.7,5,1.1631508098056809,0.06859279146561172,3.367295829986474,0.4382549309311553
9.5,0.59,0.44,2.3,0.071,68.0,0.9992,3.46,0.63,9.5,5,1.1939224684724346,0.06859279146561172,4.23410650459726,0.48858001481867097
9.2,0.43,0.49,2.4,0.086,116.0,0.9976,3.23,0.64,9.5,5,1.2237754316221157,0.08250122151174369,4.762173934797756,0.49469624183610705
6.6,0.8,0.03,7.8,0.079,12.0,0.9963,3.52,0.5,12.2,5,2.174751721484161,0.0760346862759976,2.5649493574615367,0.4054651081081644
7.6,0.9,0.06,2.5,0.079,10.0,0.9967,3.39,0.56,9.8,5,1.252762968495368,0.0760346862759976,2.3978952727983707,0.44468582126144574
5.0,1.02,0.04,1.4,0.045,85.0,0.9938,3.75,0.48,10.5,4,0.8754687373538999,0.04401688541677432,4.454347296253507,0.3920420877760237
8.9,0.75,0.14,2.5,0.086,30.0,0.99824,3.34,0.64,10.5,5,1.252762968495368,0.08250122151174369,3.4339872044851463,0.49469624183610705
13.7,0.415,0.68,2.9,0.085,43.0,1.0014,3.06,0.8,10.0,6,1.3609765531356006,0.08157998699242287,3.784189633918261,0.5877866649021191
11.9,0.39,0.69,2.8,0.095,35.0,0.9994,3.1,0.61,10.8,6,1.33500106673234,0.09075436326846414,3.58351893845611,0.4762341789963716
7.1,0.31,0.3,2.2,0.053,127.0,0.9965,2.94,1.62,9.5,5,1.1631508098056809,0.05164323315183845,4.852030263919617,0.9631743177730056
11.1,0.42,0.47,2.65,0.085,34.0,0.99736,3.24,0.77,12.1,7,1.2947271675944,0.08157998699242287,3.5553480614894135,0.5709795465857378
7.7,0.69,0.22,1.9,0.084,94.0,0.9961,3.31,0.48,9.5,5,1.0647107369924282,0.08065790301745447,4.553876891600541,0.3920420877760237
5.9,0.19,0.21,1.7,0.045,135.0,0.99341,3.32,0.44,9.5,5,0.9932517730102833,0.04401688541677432,4.912654885736052,0.36464311358790924
8.3,0.78,0.1,2.6,0.081,87.0,0.9983,3.48,0.53,10.0,5,1.2809338454620642,0.07788653865707122,4.477336814478207,0.4252677354043441
7.3,0.51,0.18,2.1,0.07,28.0,0.99768,3.52,0.73,9.5,6,1.1314021114911006,0.06765864847381481,3.367295829986474,0.5481214085096876
7.3,0.98,0.05,2.1,0.061,49.0,0.99705,3.31,0.55,9.7,3,1.1314021114911006,0.05921185963184608,3.912023005428146,0.4382549309311553
6.2,0.46,0.29,2.1,0.074,98.0,0.99578,3.33,0.62,9.8,5,1.1314021114911006,0.07138999608667294,4.59511985013459,0.4824261492442927
8.3,0.3,0.49,3.8,0.09,24.0,0.99498,3.27,0.64,12.1,7,1.5686159179138452,0.08617769624105233,3.2188758248682006,0.49469624183610705
7.8,0.53,0.04,1.7,0.076,31.0,0.9964,3.33,0.56,10.0,6,0.9932517730102833,0.07325046173959267,3.4657359027997265,0.44468582126144574
7.6,0.41,0.33,2.5,0.078,23.0,0.9957,3.3,0.58,11.2,5,1.252762968495368,0.07510747248680541,3.1780538303479458,0.4574248470388754
7.1,0.685,0.35,2.0,0.088,92.0,0.9963,3.28,0.62,9.4,5,1.0986122886681098,0.08434114843375087,4.532599493153256,0.4824261492442927
10.8,0.45,0.33,2.5,0.099,38.0,0.99818,3.24,0.71,10.8,5,1.252762968495368,0.09440067542148431,3.6635616461296463,0.5364933705145685
8.3,1.02,0.02,3.4,0.084,11.0,0.99892,3.48,0.49,11.0,3,1.4816045409242156,0.08065790301745447,2.4849066497880004,0.3987761199573678
7.8,0.5,0.12,1.8,0.178,21.0,0.996,3.28,0.87,9.8,6,1.0296194171811583,0.16381808522939495,3.091042453358316,0.6259384308664953
7.3,0.67,0.02,2.2,0.072,92.0,0.99566,3.32,0.68,11.1,6,1.1631508098056809,0.06952606264861023,4.532599493153256,0.5187937934151676
8.0,0.745,0.56,2.0,0.118,134.0,0.9968,3.24,0.66,9.4,5,1.0986122886681098,0.11154137473290741,4.90527477843843,0.5068176023684519
9.2,0.67,0.1,3.0,0.091,48.0,0.99888,3.31,0.54,9.5,6,1.3862943611198906,0.08709470685093376,3.8918202981106265,0.43178241642553783
8.6,0.63,0.17,2.9,0.099,119.0,0.998,3.09,0.52,9.3,5,1.3609765531356006,0.09440067542148431,4.787491742782046,0.41871033485818504
9.0,0.58,0.25,2.0,0.104,21.0,0.99769,3.27,0.72,9.6,5,1.0986122886681098,0.09893994785490356,3.091042453358316,0.5423242908253617
8.7,0.7,0.24,2.5,0.226,15.0,0.9991,3.32,0.6,9.0,6,1.252762968495368,0.20375683751401966,2.772588722239781,0.4700036292457355
7.3,1.07,0.09,1.7,0.178,89.0,0.9962,3.3,0.57,9.0,5,0.9932517730102833,0.16381808522939495,4.499809670330265,0.4510756193602167
8.7,0.82,0.02,1.2,0.07,48.0,0.9952,3.2,0.58,9.8,5,0.7884573603642702,0.06765864847381481,3.8918202981106265,0.4574248470388754
7.0,0.6,0.12,2.2,0.083,28.0,0.9966,3.52,0.62,10.2,7,1.1631508098056809,0.07973496801885356,3.367295829986474,0.4824261492442927
13.3,0.43,0.58,1.9,0.07,40.0,1.0004,3.06,0.49,9.0,5,1.0647107369924282,0.06765864847381481,3.713572066704308,0.3987761199573678
8.9,0.61,0.49,2.0,0.27,110.0,0.9972,3.12,1.02,9.3,5,1.0986122886681098,0.23901690047049992,4.709530201312334,0.7030975114131134
6.7,0.58,0.08,1.8,0.0969999999999999,65.0,0.9959,3.28,0.54,9.2,5,1.0296194171811583,0.0925791812930931,4.189654742026425,0.43178241642553783
6.2,0.58,0.0,1.6,0.065,18.0,0.9966,3.56,0.84,9.4,5,0.9555114450274363,0.06297479916138844,2.9444389791664403,0.6097655716208943
6.9,0.4,0.14,2.4,0.085,40.0,0.9968,3.43,0.63,9.7,6,1.2237754316221157,0.08157998699242287,3.713572066704308,0.48858001481867097
6.0,0.49,0.0,2.3,0.068,33.0,0.99292,3.58,0.59,12.5,6,1.1939224684724346,0.0657877405380031,3.5263605246161616,0.4637340162321401
9.8,0.39,0.43,1.65,0.068,11.0,0.99478,3.19,0.46,11.4,5,0.9745596399981308,0.0657877405380031,2.4849066497880004,0.3784364357202451
10.4,0.26,0.48,1.9,0.066,10.0,0.99724,3.33,0.87,10.9,6,1.0647107369924282,0.0639133257436528,2.3978952727983707,0.6259384308664953
11.8,0.26,0.52,1.8,0.071,10.0,0.9968,3.2,0.72,10.2,7,1.0296194171811583,0.06859279146561172,2.3978952727983707,0.5423242908253617
7.7,0.51,0.28,2.1,0.087,54.0,0.998,3.42,0.74,9.2,5,1.1314021114911006,0.08342160813907239,4.007333185232471,0.5538851132264376
7.1,0.62,0.06,1.3,0.07,12.0,0.9942,3.17,0.48,9.8,5,0.832909122935104,0.06765864847381481,2.5649493574615367,0.3920420877760237
8.9,0.48,0.24,2.85,0.094,106.0,0.9982,3.1,0.53,9.2,5,1.3480731482996928,0.08984070399978947,4.672828834461906,0.4252677354043441
7.8,0.91,0.07,1.9,0.0579999999999999,47.0,0.99525,3.51,0.43,10.7,6,1.0647107369924282,0.056380333436107544,3.871201010907891,0.3576744442718159
8.9,0.22,0.48,1.8,0.077,60.0,0.9968,3.39,0.53,9.4,6,1.0296194171811583,0.07417939817425151,4.110873864173311,0.4252677354043441
8.5,0.585,0.18,2.1,0.078,30.0,0.9967,3.2,0.48,9.8,6,1.1314021114911006,0.07510747248680541,3.4339872044851463,0.3920420877760237
7.6,0.645,0.03,1.9,0.086,57.0,0.9969,3.37,0.46,10.3,5,1.0647107369924282,0.08250122151174369,4.060443010546419,0.3784364357202451
7.5,0.58,0.14,2.2,0.077,60.0,0.9963,3.28,0.59,9.8,5,1.1631508098056809,0.07417939817425151,4.110873864173311,0.4637340162321401
7.0,0.54,0.09,2.0,0.081,16.0,0.99479,3.43,0.59,11.5,6,1.0986122886681098,0.07788653865707122,2.833213344056216,0.4637340162321401
6.5,0.51,0.15,3.0,0.064,27.0,0.9929,3.33,0.59,12.8,6,1.3862943611198906,0.06203539091945264,3.332204510175204,0.4637340162321401
7.4,0.39,0.48,2.0,0.0819999999999999,67.0,0.9972,3.34,0.55,9.2,5,1.0986122886681098,0.0788111804242897,4.219507705176107,0.4382549309311553
7.4,0.36,0.34,1.8,0.075,38.0,0.9933,3.38,0.88,13.6,7,1.0296194171811583,0.07232066157962612,3.6635616461296463,0.6312717768418579
9.4,0.59,0.14,2.0,0.084,48.0,0.9981,3.14,0.56,9.7,5,1.0986122886681098,0.08065790301745447,3.8918202981106265,0.44468582126144574
7.5,0.38,0.57,2.3,0.106,12.0,0.99605,3.36,0.55,11.4,6,1.1939224684724346,0.10074990310014305,2.5649493574615367,0.4382549309311553
8.2,0.42,0.49,2.6,0.084,55.0,0.9988,3.34,0.75,8.7,6,1.2809338454620642,0.08065790301745447,4.02535169073515,0.5596157879354227
8.6,0.47,0.47,2.4,0.074,29.0,0.9979,3.08,0.46,9.5,5,1.2237754316221157,0.07138999608667294,3.4011973816621555,0.3784364357202451
7.4,0.63,0.07,2.4,0.09,37.0,0.9979,3.43,0.76,9.7,6,1.2237754316221157,0.08617769624105233,3.6375861597263857,0.5653138090500605
8.1,0.33,0.44,1.5,0.042,12.0,0.99542,3.35,0.61,10.7,5,0.9162907318741551,0.04114194333117518,2.5649493574615367,0.4762341789963716
13.2,0.38,0.55,2.7,0.081,16.0,1.0006,2.98,0.54,9.4,5,1.308332819650179,0.07788653865707122,2.833213344056216,0.43178241642553783
10.1,0.65,0.37,5.1,0.11,65.0,1.0026,3.32,0.64,10.4,6,1.8082887711792655,0.10436001532424277,4.189654742026425,0.49469624183610705
12.5,0.38,0.6,2.6,0.081,72.0,0.9996,3.1,0.73,10.5,5,1.2809338454620642,0.07788653865707122,4.290459441148391,0.5481214085096876
7.3,0.67,0.02,2.2,0.072,92.0,0.99566,3.32,0.68,11.066666666666698,6,1.1631508098056809,0.06952606264861023,4.532599493153256,0.5187937934151676
7.8,0.545,0.12,2.5,0.068,35.0,0.996,3.34,0.61,11.6,6,1.252762968495368,0.0657877405380031,3.58351893845611,0.4762341789963716
11.9,0.58,0.66,2.5,0.072,37.0,0.9992,3.05,0.56,10.0,5,1.252762968495368,0.06952606264861023,3.6375861597263857,0.44468582126144574
11.4,0.26,0.44,3.6,0.071,19.0,0.9986,3.12,0.82,9.3,6,1.5260563034950494,0.06859279146561172,2.995732273553991,0.598836501088704
7.2,0.39,0.44,2.6,0.066,48.0,0.99494,3.3,0.84,11.5,6,1.2809338454620642,0.0639133257436528,3.8918202981106265,0.6097655716208943
12.6,0.41,0.54,2.8,0.103,41.0,0.99939,3.21,0.76,11.3,6,1.33500106673234,0.09803374027136541,3.7376696182833684,0.5653138090500605
8.8,0.3,0.38,2.3,0.06,72.0,0.99543,3.39,0.72,11.8,6,1.1939224684724346,0.058268908123975775,4.290459441148391,0.5423242908253617
12.5,0.28,0.54,2.3,0.0819999999999999,29.0,0.9997,3.11,1.36,9.8,7,1.1939224684724346,0.0788111804242897,3.4011973816621555,0.8586616190375187
9.2,0.36,0.34,1.6,0.062,12.0,0.99667,3.2,0.67,10.5,6,0.9555114450274363,0.06015392281974709,2.5649493574615367,0.5128236264286637
10.6,0.31,0.49,2.2,0.063,40.0,0.9976,3.14,0.51,9.8,6,1.1631508098056809,0.061095099359810875,3.713572066704308,0.412109650826833
6.4,0.4,0.23,1.6,0.066,12.0,0.9958,3.34,0.56,9.2,5,0.9555114450274363,0.0639133257436528,2.5649493574615367,0.44468582126144574
7.8,0.56,0.19,2.0,0.081,108.0,0.9962,3.32,0.54,9.5,5,1.0986122886681098,0.07788653865707122,4.6913478822291435,0.43178241642553783
5.0,0.4,0.5,4.3,0.046,80.0,0.9902,3.49,0.66,13.6,6,1.667706820558076,0.044973365642731154,4.394449154672439,0.5068176023684519
6.9,1.09,0.06,2.1,0.061,31.0,0.9948,3.51,0.43,11.4,4,1.1314021114911006,0.05921185963184608,3.4657359027997265,0.3576744442718159
10.2,0.34,0.48,2.1,0.052,9.0,0.99458,3.2,0.69,12.1,7,1.1314021114911006,0.050693114315518116,2.302585092994046,0.5247285289349821
7.4,0.35,0.33,2.4,0.068,26.0,0.9947,3.36,0.6,11.9,6,1.2237754316221157,0.0657877405380031,3.295836866004329,0.4700036292457355
7.5,0.58,0.03,4.1,0.08,46.0,0.99592,3.02,0.47,9.2,5,1.62924053973028,0.07696104113612832,3.8501476017100584,0.3852624007906449
7.0,0.45,0.34,2.7,0.0819999999999999,72.0,0.998,3.55,0.6,9.5,5,1.308332819650179,0.0788111804242897,4.290459441148391,0.4700036292457355
7.3,0.91,0.1,1.8,0.074,56.0,0.99672,3.35,0.56,9.2,5,1.0296194171811583,0.07138999608667294,4.04305126783455,0.44468582126144574
7.8,0.59,0.33,2.0,0.074,120.0,0.9968,3.25,0.54,9.4,5,1.0986122886681098,0.07138999608667294,4.795790545596741,0.43178241642553783
7.9,0.53,0.24,2.0,0.072,105.0,0.996,3.27,0.54,9.4,6,1.0986122886681098,0.06952606264861023,4.663439094112067,0.43178241642553783
8.4,0.65,0.6,2.1,0.1119999999999999,90.0,0.9973,3.2,0.52,9.2,5,1.1314021114911006,0.10616019582839055,4.51085950651685,0.41871033485818504
6.2,0.65,0.06,1.6,0.05,18.0,0.99348,3.57,0.54,11.95,5,0.9555114450274363,0.04879016416943201,2.9444389791664403,0.43178241642553783
10.1,0.37,0.34,2.4,0.085,17.0,0.99683,3.17,0.65,10.6,7,1.2237754316221157,0.08157998699242287,2.8903717578961645,0.5007752879124893
6.8,0.49,0.22,2.3,0.071,24.0,0.99438,3.41,0.83,11.3,6,1.1939224684724346,0.06859279146561172,3.2188758248682006,0.6043159668533296
10.9,0.37,0.58,4.0,0.071,65.0,0.99935,3.22,0.78,10.1,5,1.6094379124341003,0.06859279146561172,4.189654742026425,0.5766133643039938
7.1,0.875,0.05,5.7,0.0819999999999999,14.0,0.99808,3.4,0.52,10.2,3,1.9021075263969205,0.0788111804242897,2.70805020110221,0.41871033485818504
10.6,0.44,0.68,4.1,0.114,24.0,0.997,3.06,0.66,13.4,6,1.62924053973028,0.10795714150509228,3.2188758248682006,0.5068176023684519
8.7,0.48,0.3,2.8,0.066,28.0,0.9964,3.33,0.67,11.2,7,1.33500106673234,0.0639133257436528,3.367295829986474,0.5128236264286637
10.8,0.47,0.43,2.1,0.171,66.0,0.9982,3.17,0.76,10.8,6,1.1314021114911006,0.1578580846155803,4.204692619390966,0.5653138090500605
6.2,0.45,0.2,1.6,0.069,15.0,0.9958,3.41,0.56,9.2,5,0.9555114450274363,0.06672363204290818,2.772588722239781,0.44468582126144574
11.5,0.18,0.51,4.0,0.104,23.0,0.9996,3.28,0.97,10.1,6,1.6094379124341003,0.09893994785490356,3.1780538303479458,0.6780335427498971
7.3,0.43,0.24,2.5,0.078,67.0,0.99648,3.6,0.59,11.1,6,1.252762968495368,0.07510747248680541,4.219507705176107,0.4637340162321401
9.1,0.775,0.22,2.2,0.079,48.0,0.9976,3.18,0.51,9.6,5,1.1631508098056809,0.0760346862759976,3.8918202981106265,0.412109650826833
7.5,0.5,0.36,6.1,0.071,102.0,0.9978,3.35,0.8,10.5,5,1.9600947840472698,0.06859279146561172,4.634728988229636,0.5877866649021191
7.9,0.58,0.23,2.3,0.076,94.0,0.99686,3.21,0.58,9.5,6,1.1939224684724346,0.07325046173959267,4.553876891600541,0.4574248470388754
7.5,0.27,0.34,2.3,0.05,8.0,0.9951,3.4,0.64,11.0,7,1.1939224684724346,0.04879016416943201,2.1972245773362196,0.49469624183610705
10.5,0.42,0.66,2.95,0.1159999999999999,29.0,0.997,3.24,0.75,11.7,7,1.3737155789130306,0.10975086395911911,3.4011973816621555,0.5596157879354227
9.4,0.615,0.28,3.2,0.087,72.0,1.0001,3.31,0.53,9.7,5,1.4350845252893227,0.08342160813907239,4.290459441148391,0.4252677354043441
7.8,0.53,0.01,1.6,0.077,19.0,0.995,3.16,0.46,9.8,5,0.9555114450274363,0.07417939817425151,2.995732273553991,0.3784364357202451
8.9,0.4,0.32,5.6,0.087,47.0,0.9991,3.38,0.77,10.5,7,1.8870696490323797,0.08342160813907239,3.871201010907891,0.5709795465857378
5.6,0.66,0.0,2.5,0.066,15.0,0.99256,3.52,0.58,12.9,5,1.252762968495368,0.0639133257436528,2.772588722239781,0.4574248470388754
8.7,0.63,0.28,2.7,0.096,69.0,0.99734,3.26,0.63,10.2,6,1.308332819650179,0.0916671885258238,4.248495242049359,0.48858001481867097
8.3,0.625,0.2,1.5,0.08,119.0,0.9972,3.16,1.12,9.1,4,0.9162907318741551,0.07696104113612832,4.787491742782046,0.7514160886839212
6.3,0.47,0.0,1.4,0.055,33.0,0.9922,3.45,0.48,12.3,6,0.8754687373538999,0.053540766928029816,3.5263605246161616,0.3920420877760237
7.2,0.635,0.07,2.6,0.077,86.0,0.99748,3.51,0.54,9.7,5,1.2809338454620642,0.07417939817425151,4.465908118654584,0.43178241642553783
6.6,0.5,0.0,1.8,0.062,28.0,0.99352,3.44,0.55,12.3,6,1.0296194171811583,0.06015392281974709,3.367295829986474,0.4382549309311553
9.6,0.68,0.24,2.2,0.087,28.0,0.9988,3.14,0.6,10.2,5,1.1631508098056809,0.08342160813907239,3.367295829986474,0.4700036292457355
7.9,0.32,0.51,1.8,0.341,56.0,0.9969,3.04,1.08,9.2,6,1.0296194171811583,0.2934156042995415,4.04305126783455,0.7323678937132266
8.7,0.675,0.1,1.6,0.09,11.0,0.99745,3.31,0.65,9.55,5,0.9555114450274363,0.08617769624105233,2.4849066497880004,0.5007752879124893
8.4,0.31,0.29,3.1,0.1939999999999999,26.0,0.99536,3.22,0.78,12.0,6,1.410986973710262,0.17730901497041027,3.295836866004329,0.5766133643039938
11.6,0.23,0.57,1.8,0.074,8.0,0.9981,3.14,0.7,9.9,6,1.0296194171811583,0.07138999608667294,2.1972245773362196,0.5306282510621704
8.5,0.66,0.2,2.1,0.0969999999999999,113.0,0.99733,3.13,0.48,9.2,5,1.1314021114911006,0.0925791812930931,4.736198448394496,0.3920420877760237
7.3,0.38,0.21,2.0,0.08,35.0,0.9961,3.33,0.47,9.5,5,1.0986122886681098,0.07696104113612832,3.58351893845611,0.3852624007906449
7.4,0.36,0.3,1.8,0.074,24.0,0.99419,3.24,0.7,11.4,8,1.0296194171811583,0.07138999608667294,3.2188758248682006,0.5306282510621704
8.0,0.6,0.22,2.1,0.08,105.0,0.99613,3.3,0.49,9.9,5,1.1314021114911006,0.07696104113612832,4.663439094112067,0.3987761199573678
6.4,0.57,0.12,2.3,0.12,36.0,0.99519,3.47,0.71,11.3,7,1.1939224684724346,0.11332868530700317,3.6109179126442243,0.5364933705145685
5.6,0.5,0.09,2.3,0.049,99.0,0.9937,3.63,0.63,13.0,5,1.1939224684724346,0.04783732941416013,4.605170185988092,0.48858001481867097
8.3,0.675,0.26,2.1,0.084,43.0,0.9976,3.31,0.53,9.2,4,1.1314021114911006,0.08065790301745447,3.784189633918261,0.4252677354043441
8.2,0.34,0.38,2.5,0.08,57.0,0.9978,3.3,0.47,9.0,6,1.252762968495368,0.07696104113612832,4.060443010546419,0.3852624007906449
7.0,0.62,0.18,1.5,0.062,50.0,0.9951,3.08,0.6,9.3,5,0.9162907318741551,0.06015392281974709,3.9318256327243257,0.4700036292457355
6.9,0.84,0.21,4.1,0.074,65.0,0.99842,3.53,0.72,9.23333333333333,6,1.62924053973028,0.07138999608667294,4.189654742026425,0.5423242908253617
8.1,0.545,0.18,1.9,0.08,35.0,0.9972,3.3,0.59,9.0,6,1.0647107369924282,0.07696104113612832,3.58351893845611,0.4637340162321401
7.2,0.53,0.13,2.0,0.0579999999999999,22.0,0.99573,3.21,0.68,9.9,6,1.0986122886681098,0.056380333436107544,3.1354942159291497,0.5187937934151676
7.6,0.63,0.03,2.0,0.08,43.0,0.99578,3.44,0.64,10.9,6,1.0986122886681098,0.07696104113612832,3.784189633918261,0.49469624183610705
5.9,0.55,0.1,2.2,0.062,51.0,0.99512,3.52,0.76,11.2,6,1.1631508098056809,0.06015392281974709,3.9512437185814275,0.5653138090500605
9.6,0.5,0.36,2.8,0.1159999999999999,55.0,0.99722,3.18,0.68,10.9,5,1.33500106673234,0.10975086395911911,4.02535169073515,0.5187937934151676
9.5,0.37,0.52,2.0,0.0819999999999999,26.0,0.998,3.18,0.51,9.5,5,1.0986122886681098,0.0788111804242897,3.295836866004329,0.412109650826833
9.0,0.54,0.49,2.9,0.094,110.0,0.9982,3.08,0.61,9.2,5,1.3609765531356006,0.08984070399978947,4.709530201312334,0.4762341789963716
7.8,0.39,0.42,2.0,0.086,21.0,0.99526,3.39,0.66,11.6,6,1.0986122886681098,0.08250122151174369,3.091042453358316,0.5068176023684519
8.0,0.48,0.34,2.2,0.073,25.0,0.9936,3.28,0.66,12.4,6,1.1631508098056809,0.07045846364856141,3.258096538021482,0.5068176023684519
9.5,0.46,0.24,2.7,0.092,44.0,0.998,3.12,0.74,10.0,6,1.308332819650179,0.0880108773227133,3.8066624897703196,0.5538851132264376
9.4,0.4,0.31,2.2,0.09,62.0,0.9966,3.07,0.63,10.5,6,1.1631508098056809,0.08617769624105233,4.143134726391533,0.48858001481867097
7.2,0.65,0.02,2.3,0.094,31.0,0.9993,3.67,0.8,9.7,5,1.1939224684724346,0.08984070399978947,3.4657359027997265,0.5877866649021191
9.8,0.44,0.47,2.5,0.063,28.0,0.9981,3.24,0.65,10.8,6,1.252762968495368,0.061095099359810875,3.367295829986474,0.5007752879124893
11.5,0.59,0.59,2.6,0.087,49.0,0.9988,3.18,0.65,11.0,6,1.2809338454620642,0.08342160813907239,3.912023005428146,0.5007752879124893
7.3,0.45,0.36,5.9,0.074,87.0,0.9978,3.33,0.83,10.5,5,1.9315214116032138,0.07138999608667294,4.477336814478207,0.6043159668533296
11.4,0.625,0.66,6.2,0.088,24.0,0.9988,3.11,0.99,13.3,6,1.9740810260220096,0.08434114843375087,3.2188758248682006,0.688134638736401
10.8,0.26,0.45,3.3,0.06,49.0,0.9972,3.13,0.54,9.6,5,1.4586150226995167,0.058268908123975775,3.912023005428146,0.43178241642553783
8.0,0.28,0.44,1.8,0.081,68.0,0.99501,3.36,0.66,11.2,5,1.0296194171811583,0.07788653865707122,4.23410650459726,0.5068176023684519
7.0,0.62,0.08,1.8,0.076,24.0,0.9978,3.48,0.53,9.0,5,1.0296194171811583,0.07325046173959267,3.2188758248682006,0.4252677354043441
7.2,0.41,0.3,2.1,0.083,72.0,0.997,3.44,0.52,9.4,5,1.1314021114911006,0.07973496801885356,4.290459441148391,0.41871033485818504
12.2,0.48,0.54,2.6,0.085,64.0,1.0,3.1,0.61,10.5,6,1.2809338454620642,0.08157998699242287,4.174387269895637,0.4762341789963716
6.4,0.38,0.14,2.2,0.038,25.0,0.99514,3.44,0.65,11.1,6,1.1631508098056809,0.037295784743696894,3.258096538021482,0.5007752879124893
7.3,0.695,0.0,2.5,0.075,13.0,0.998,3.49,0.52,9.2,5,1.252762968495368,0.07232066157962612,2.6390573296152584,0.41871033485818504
12.9,0.35,0.49,5.8,0.066,35.0,1.0014,3.2,0.66,12.0,7,1.916922612182061,0.0639133257436528,3.58351893845611,0.5068176023684519
7.8,0.59,0.18,2.3,0.076,54.0,0.9975,3.43,0.59,10.0,5,1.1939224684724346,0.07325046173959267,4.007333185232471,0.4637340162321401
10.0,0.43,0.33,2.7,0.095,89.0,0.9984,3.22,0.68,10.0,5,1.308332819650179,0.09075436326846414,4.499809670330265,0.5187937934151676
15.5,0.645,0.49,4.2,0.095,23.0,1.00315,2.92,0.74,11.1,5,1.6486586255873816,0.09075436326846414,3.1780538303479458,0.5538851132264376
